measured0,measured1,measured2,range0,range1,range2,range3,range4,range5,uuid,timestamp,range,measured,res
25,6,78,20,80,10,20,30,70,44093,2021-06-22 10:40:54,"[20, 80, 10, 20, 30, 70]","[25, 6, 78]",0
32,6,28,20,80,10,20,30,70,43312,2021-06-22 11:36:47,"[20, 80, 10, 20, 30, 70]","[32, 6, 28]",0
20,12,61,20,80,10,20,30,70,56892,2021-06-22 13:10:16,"[20, 80, 10, 20, 30, 70]","[20, 12, 61]",1
73,22,72,20,80,10,20,30,70,27412,2021-06-19 13:47:26,"[20, 80, 10, 20, 30, 70]","[73, 22, 72]",0
68,10,50,20,80,10,20,30,70,60470,2021-06-21 09:38:30,"[20, 80, 10, 20, 30, 70]","[68, 10, 50]",1
65,24,31,20,80,10,20,30,70,58018,2021-06-23 08:07:24,"[20, 80, 10, 20, 30, 70]","[65, 24, 31]",0
49,6,79,20,80,10,20,30,70,38187,2021-06-19 14:54:12,"[20, 80, 10, 20, 30, 70]","[49, 6, 79]",0
85,16,38,20,80,10,20,30,70,42860,2021-06-15 08:03:29,"[20, 80, 10, 20, 30, 70]","[85, 16, 38]",0
26,18,70,20,80,10,20,30,70,50934,2021-06-19 09:28:39,"[20, 80, 10, 20, 30, 70]","[26, 18, 70]",1
47,7,34,20,80,10,20,30,70,76190,2021-06-25 18:14:27,"[20, 80, 10, 20, 30, 70]","[47, 7, 34]",0
20,7,44,20,80,10,20,30,70,13078,2021-06-11 11:14:11,"[20, 80, 10, 20, 30, 70]","[20, 7, 44]",0
40,15,59,20,80,10,20,30,70,27217,2021-06-21 09:56:02,"[20, 80, 10, 20, 30, 70]","[40, 15, 59]",1
36,17,37,20,80,10,20,30,70,71353,2021-06-26 09:06:56,"[20, 80, 10, 20, 30, 70]","[36, 17, 37]",1
50,9,47,20,80,10,20,30,70,26249,2021-06-17 08:46:39,"[20, 80, 10, 20, 30, 70]","[50, 9, 47]",0
50,11,69,20,80,10,20,30,70,12486,2021-06-17 16:39:17,"[20, 80, 10, 20, 30, 70]","[50, 11, 69]",1
32,22,73,20,80,10,20,30,70,22109,2021-06-27 17:09:37,"[20, 80, 10, 20, 30, 70]","[32, 22, 73]",0
23,6,28,20,80,10,20,30,70,72054,2021-06-20 08:20:13,"[20, 80, 10, 20, 30, 70]","[23, 6, 28]",0
15,10,52,20,80,10,20,30,70,76520,2021-06-23 17:13:59,"[20, 80, 10, 20, 30, 70]","[15, 10, 52]",0
68,13,73,20,80,10,20,30,70,17391,2021-06-17 10:20:30,"[20, 80, 10, 20, 30, 70]","[68, 13, 73]",0
83,12,51,20,80,10,20,30,70,73955,2021-06-11 18:48:22,"[20, 80, 10, 20, 30, 70]","[83, 12, 51]",0
18,24,38,20,80,10,20,30,70,16575,2021-06-12 08:24:32,"[20, 80, 10, 20, 30, 70]","[18, 24, 38]",0
69,6,49,20,80,10,20,30,70,50181,2021-06-13 10:04:58,"[20, 80, 10, 20, 30, 70]","[69, 6, 49]",0
33,20,74,20,80,10,20,30,70,20318,2021-06-29 16:09:59,"[20, 80, 10, 20, 30, 70]","[33, 20, 74]",0
59,17,65,20,80,10,20,30,70,82989,2021-06-26 13:41:58,"[20, 80, 10, 20, 30, 70]","[59, 17, 65]",1
21,15,76,20,80,10,20,30,70,56397,2021-06-28 16:38:39,"[20, 80, 10, 20, 30, 70]","[21, 15, 76]",0
83,25,29,20,80,10,20,30,70,67185,2021-06-29 18:57:38,"[20, 80, 10, 20, 30, 70]","[83, 25, 29]",0
34,22,64,20,80,10,20,30,70,23336,2021-06-23 12:56:32,"[20, 80, 10, 20, 30, 70]","[34, 22, 64]",0
47,7,51,20,80,10,20,30,70,50066,2021-06-24 10:37:03,"[20, 80, 10, 20, 30, 70]","[47, 7, 51]",0
36,22,76,20,80,10,20,30,70,25158,2021-06-14 18:32:20,"[20, 80, 10, 20, 30, 70]","[36, 22, 76]",0
18,17,66,20,80,10,20,30,70,38854,2021-06-24 09:18:10,"[20, 80, 10, 20, 30, 70]","[18, 17, 66]",0
32,18,74,20,80,10,20,30,70,59397,2021-06-26 11:24:58,"[20, 80, 10, 20, 30, 70]","[32, 18, 74]",0
81,16,75,20,80,10,20,30,70,13165,2021-06-28 12:35:41,"[20, 80, 10, 20, 30, 70]","[81, 16, 75]",0
61,9,51,20,80,10,20,30,70,85629,2021-06-25 09:30:02,"[20, 80, 10, 20, 30, 70]","[61, 9, 51]",0
81,22,49,20,80,10,20,30,70,82179,2021-06-12 15:18:44,"[20, 80, 10, 20, 30, 70]","[81, 22, 49]",0
20,6,61,20,80,10,20,30,70,78293,2021-06-22 08:29:11,"[20, 80, 10, 20, 30, 70]","[20, 6, 61]",0
58,6,47,20,80,10,20,30,70,71032,2021-06-26 12:44:44,"[20, 80, 10, 20, 30, 70]","[58, 6, 47]",0
31,15,61,20,80,10,20,30,70,81427,2021-06-26 12:04:40,"[20, 80, 10, 20, 30, 70]","[31, 15, 61]",1
29,12,34,20,80,10,20,30,70,53329,2021-06-18 10:18:59,"[20, 80, 10, 20, 30, 70]","[29, 12, 34]",1
52,25,77,20,80,10,20,30,70,26589,2021-06-19 08:58:29,"[20, 80, 10, 20, 30, 70]","[52, 25, 77]",0
51,20,60,20,80,10,20,30,70,54038,2021-06-22 12:54:17,"[20, 80, 10, 20, 30, 70]","[51, 20, 60]",1
47,24,48,20,80,10,20,30,70,35506,2021-06-27 14:38:07,"[20, 80, 10, 20, 30, 70]","[47, 24, 48]",0
56,5,53,20,80,10,20,30,70,57695,2021-06-21 13:46:05,"[20, 80, 10, 20, 30, 70]","[56, 5, 53]",0
54,7,55,20,80,10,20,30,70,55312,2021-06-16 15:27:13,"[20, 80, 10, 20, 30, 70]","[54, 7, 55]",0
46,9,44,20,80,10,20,30,70,52818,2021-06-26 09:16:55,"[20, 80, 10, 20, 30, 70]","[46, 9, 44]",0
76,16,41,20,80,10,20,30,70,30291,2021-06-18 09:25:30,"[20, 80, 10, 20, 30, 70]","[76, 16, 41]",1
82,8,64,20,80,10,20,30,70,59709,2021-06-12 11:34:30,"[20, 80, 10, 20, 30, 70]","[82, 8, 64]",0
31,11,70,20,80,10,20,30,70,70410,2021-06-24 13:22:17,"[20, 80, 10, 20, 30, 70]","[31, 11, 70]",1
80,23,36,20,80,10,20,30,70,62849,2021-06-20 09:49:36,"[20, 80, 10, 20, 30, 70]","[80, 23, 36]",0
69,22,31,20,80,10,20,30,70,85199,2021-06-29 12:12:08,"[20, 80, 10, 20, 30, 70]","[69, 22, 31]",0
72,15,79,20,80,10,20,30,70,52282,2021-06-27 08:18:28,"[20, 80, 10, 20, 30, 70]","[72, 15, 79]",0
47,11,43,20,80,10,20,30,70,81838,2021-06-20 13:28:30,"[20, 80, 10, 20, 30, 70]","[47, 11, 43]",1
33,13,60,20,80,10,20,30,70,36539,2021-06-29 18:08:22,"[20, 80, 10, 20, 30, 70]","[33, 13, 60]",1
31,21,30,20,80,10,20,30,70,57714,2021-06-23 11:29:19,"[20, 80, 10, 20, 30, 70]","[31, 21, 30]",0
59,23,53,20,80,10,20,30,70,21774,2021-06-15 13:50:29,"[20, 80, 10, 20, 30, 70]","[59, 23, 53]",0
29,14,64,20,80,10,20,30,70,27714,2021-06-13 08:32:43,"[20, 80, 10, 20, 30, 70]","[29, 14, 64]",1
41,12,74,20,80,10,20,30,70,12619,2021-06-21 11:19:13,"[20, 80, 10, 20, 30, 70]","[41, 12, 74]",0
75,19,76,20,80,10,20,30,70,44166,2021-06-27 17:33:39,"[20, 80, 10, 20, 30, 70]","[75, 19, 76]",0
45,11,61,20,80,10,20,30,70,61814,2021-06-25 18:23:09,"[20, 80, 10, 20, 30, 70]","[45, 11, 61]",1
71,21,75,20,80,10,20,30,70,82092,2021-06-22 15:41:13,"[20, 80, 10, 20, 30, 70]","[71, 21, 75]",0
79,13,40,20,80,10,20,30,70,10345,2021-06-14 12:07:27,"[20, 80, 10, 20, 30, 70]","[79, 13, 40]",1
23,17,31,20,80,10,20,30,70,13419,2021-06-15 17:12:27,"[20, 80, 10, 20, 30, 70]","[23, 17, 31]",1
23,16,35,20,80,10,20,30,70,17647,2021-06-21 08:07:17,"[20, 80, 10, 20, 30, 70]","[23, 16, 35]",1
20,14,67,20,80,10,20,30,70,80120,2021-06-28 18:52:54,"[20, 80, 10, 20, 30, 70]","[20, 14, 67]",1
44,6,33,20,80,10,20,30,70,57900,2021-06-28 08:20:17,"[20, 80, 10, 20, 30, 70]","[44, 6, 33]",0
62,19,53,20,80,10,20,30,70,64969,2021-06-19 16:28:48,"[20, 80, 10, 20, 30, 70]","[62, 19, 53]",1
46,19,40,20,80,10,20,30,70,48892,2021-06-22 10:30:25,"[20, 80, 10, 20, 30, 70]","[46, 19, 40]",1
16,12,62,20,80,10,20,30,70,75194,2021-06-13 15:41:16,"[20, 80, 10, 20, 30, 70]","[16, 12, 62]",0
21,11,63,20,80,10,20,30,70,16247,2021-06-11 18:36:59,"[20, 80, 10, 20, 30, 70]","[21, 11, 63]",1
82,13,70,20,80,10,20,30,70,88791,2021-06-26 14:22:32,"[20, 80, 10, 20, 30, 70]","[82, 13, 70]",0
67,15,63,20,80,10,20,30,70,45945,2021-06-21 14:46:13,"[20, 80, 10, 20, 30, 70]","[67, 15, 63]",1
81,9,50,20,80,10,20,30,70,88404,2021-06-15 10:32:12,"[20, 80, 10, 20, 30, 70]","[81, 9, 50]",0
82,6,78,20,80,10,20,30,70,11791,2021-06-12 09:06:00,"[20, 80, 10, 20, 30, 70]","[82, 6, 78]",0
50,15,39,20,80,10,20,30,70,78927,2021-06-15 14:55:49,"[20, 80, 10, 20, 30, 70]","[50, 15, 39]",1
38,22,38,20,80,10,20,30,70,61518,2021-06-15 13:28:10,"[20, 80, 10, 20, 30, 70]","[38, 22, 38]",0
24,16,44,20,80,10,20,30,70,16865,2021-06-29 12:50:55,"[20, 80, 10, 20, 30, 70]","[24, 16, 44]",1
38,10,34,20,80,10,20,30,70,80034,2021-06-11 18:07:21,"[20, 80, 10, 20, 30, 70]","[38, 10, 34]",1
31,6,37,20,80,10,20,30,70,13615,2021-06-14 12:37:55,"[20, 80, 10, 20, 30, 70]","[31, 6, 37]",0
54,23,31,20,80,10,20,30,70,30224,2021-06-14 16:26:14,"[20, 80, 10, 20, 30, 70]","[54, 23, 31]",0
68,13,55,20,80,10,20,30,70,41947,2021-06-16 18:16:51,"[20, 80, 10, 20, 30, 70]","[68, 13, 55]",1
62,14,66,20,80,10,20,30,70,74898,2021-06-16 14:16:30,"[20, 80, 10, 20, 30, 70]","[62, 14, 66]",1
84,22,30,20,80,10,20,30,70,66190,2021-06-24 16:07:14,"[20, 80, 10, 20, 30, 70]","[84, 22, 30]",0
64,15,40,20,80,10,20,30,70,49962,2021-06-28 11:17:25,"[20, 80, 10, 20, 30, 70]","[64, 15, 40]",1
45,25,33,20,80,10,20,30,70,13439,2021-06-16 18:12:03,"[20, 80, 10, 20, 30, 70]","[45, 25, 33]",0
36,15,65,20,80,10,20,30,70,55906,2021-06-25 09:37:29,"[20, 80, 10, 20, 30, 70]","[36, 15, 65]",1
45,11,46,20,80,10,20,30,70,19419,2021-06-26 17:04:03,"[20, 80, 10, 20, 30, 70]","[45, 11, 46]",1
59,17,41,20,80,10,20,30,70,78330,2021-06-27 18:03:51,"[20, 80, 10, 20, 30, 70]","[59, 17, 41]",1
44,15,39,20,80,10,20,30,70,59625,2021-06-28 17:42:20,"[20, 80, 10, 20, 30, 70]","[44, 15, 39]",1
52,11,38,20,80,10,20,30,70,73520,2021-06-29 12:46:54,"[20, 80, 10, 20, 30, 70]","[52, 11, 38]",1
79,6,38,20,80,10,20,30,70,83957,2021-06-18 17:28:02,"[20, 80, 10, 20, 30, 70]","[79, 6, 38]",0
65,7,44,20,80,10,20,30,70,65625,2021-06-25 11:37:56,"[20, 80, 10, 20, 30, 70]","[65, 7, 44]",0
21,14,76,20,80,10,20,30,70,60327,2021-06-13 14:32:22,"[20, 80, 10, 20, 30, 70]","[21, 14, 76]",0
44,12,80,20,80,10,20,30,70,22134,2021-06-14 09:12:45,"[20, 80, 10, 20, 30, 70]","[44, 12, 80]",0
19,17,77,20,80,10,20,30,70,39387,2021-06-18 13:15:17,"[20, 80, 10, 20, 30, 70]","[19, 17, 77]",0
65,19,30,20,80,10,20,30,70,73868,2021-06-25 16:27:05,"[20, 80, 10, 20, 30, 70]","[65, 19, 30]",1
79,14,48,20,80,10,20,30,70,15125,2021-06-14 15:56:05,"[20, 80, 10, 20, 30, 70]","[79, 14, 48]",1
18,18,30,20,80,10,20,30,70,75947,2021-06-26 17:59:45,"[20, 80, 10, 20, 30, 70]","[18, 18, 30]",0
18,23,46,20,80,10,20,30,70,52612,2021-06-27 09:18:10,"[20, 80, 10, 20, 30, 70]","[18, 23, 46]",0
84,11,60,20,80,10,20,30,70,11318,2021-06-25 18:35:48,"[20, 80, 10, 20, 30, 70]","[84, 11, 60]",0
77,16,55,20,80,10,20,30,70,42343,2021-06-24 14:02:06,"[20, 80, 10, 20, 30, 70]","[77, 16, 55]",1
45,25,54,20,80,10,20,30,70,32932,2021-06-15 17:21:06,"[20, 80, 10, 20, 30, 70]","[45, 25, 54]",0
61,7,40,20,80,10,20,30,70,68339,2021-06-29 09:19:59,"[20, 80, 10, 20, 30, 70]","[61, 7, 40]",0
71,10,44,20,80,10,20,30,70,72896,2021-06-15 11:51:50,"[20, 80, 10, 20, 30, 70]","[71, 10, 44]",1
52,22,32,20,80,10,20,30,70,88598,2021-06-26 18:53:18,"[20, 80, 10, 20, 30, 70]","[52, 22, 32]",0
19,14,77,20,80,10,20,30,70,16334,2021-06-25 17:11:23,"[20, 80, 10, 20, 30, 70]","[19, 14, 77]",0
27,10,35,20,80,10,20,30,70,66480,2021-06-10 13:35:47,"[20, 80, 10, 20, 30, 70]","[27, 10, 35]",1
42,14,76,20,80,10,20,30,70,62642,2021-06-18 12:50:04,"[20, 80, 10, 20, 30, 70]","[42, 14, 76]",0
31,7,70,20,80,10,20,30,70,76727,2021-06-12 16:53:39,"[20, 80, 10, 20, 30, 70]","[31, 7, 70]",0
53,17,52,20,80,10,20,30,70,50574,2021-06-26 09:32:46,"[20, 80, 10, 20, 30, 70]","[53, 17, 52]",1
49,8,74,20,80,10,20,30,70,76015,2021-06-28 10:56:46,"[20, 80, 10, 20, 30, 70]","[49, 8, 74]",0
49,22,66,20,80,10,20,30,70,60335,2021-06-27 14:15:36,"[20, 80, 10, 20, 30, 70]","[49, 22, 66]",0
75,12,68,20,80,10,20,30,70,70430,2021-06-16 17:10:46,"[20, 80, 10, 20, 30, 70]","[75, 12, 68]",1
36,15,62,20,80,10,20,30,70,60206,2021-06-22 18:04:49,"[20, 80, 10, 20, 30, 70]","[36, 15, 62]",1
55,21,68,20,80,10,20,30,70,66540,2021-06-25 15:07:25,"[20, 80, 10, 20, 30, 70]","[55, 21, 68]",0
82,8,37,20,80,10,20,30,70,63318,2021-06-26 16:03:42,"[20, 80, 10, 20, 30, 70]","[82, 8, 37]",0
37,11,47,20,80,10,20,30,70,35657,2021-06-24 13:02:54,"[20, 80, 10, 20, 30, 70]","[37, 11, 47]",1
63,21,62,20,80,10,20,30,70,27538,2021-06-15 08:25:40,"[20, 80, 10, 20, 30, 70]","[63, 21, 62]",0
61,10,53,20,80,10,20,30,70,46174,2021-06-25 18:48:39,"[20, 80, 10, 20, 30, 70]","[61, 10, 53]",1
28,23,37,20,80,10,20,30,70,67163,2021-06-16 14:52:41,"[20, 80, 10, 20, 30, 70]","[28, 23, 37]",0
51,13,34,20,80,10,20,30,70,86799,2021-06-22 10:43:37,"[20, 80, 10, 20, 30, 70]","[51, 13, 34]",1
61,17,40,20,80,10,20,30,70,70842,2021-06-10 14:09:38,"[20, 80, 10, 20, 30, 70]","[61, 17, 40]",1
85,6,33,20,80,10,20,30,70,55016,2021-06-11 14:54:46,"[20, 80, 10, 20, 30, 70]","[85, 6, 33]",0
15,13,53,20,80,10,20,30,70,82056,2021-06-23 08:01:00,"[20, 80, 10, 20, 30, 70]","[15, 13, 53]",0
85,15,41,20,80,10,20,30,70,19578,2021-06-23 13:36:26,"[20, 80, 10, 20, 30, 70]","[85, 15, 41]",0
85,13,50,20,80,10,20,30,70,12565,2021-06-15 13:43:28,"[20, 80, 10, 20, 30, 70]","[85, 13, 50]",0
28,6,66,20,80,10,20,30,70,58278,2021-06-19 11:19:50,"[20, 80, 10, 20, 30, 70]","[28, 6, 66]",0
61,15,64,20,80,10,20,30,70,13721,2021-06-12 09:18:26,"[20, 80, 10, 20, 30, 70]","[61, 15, 64]",1
38,20,40,20,80,10,20,30,70,68353,2021-06-25 10:27:10,"[20, 80, 10, 20, 30, 70]","[38, 20, 40]",1
31,22,33,20,80,10,20,30,70,83015,2021-06-21 12:16:28,"[20, 80, 10, 20, 30, 70]","[31, 22, 33]",0
22,16,49,20,80,10,20,30,70,34799,2021-06-11 12:14:25,"[20, 80, 10, 20, 30, 70]","[22, 16, 49]",1
65,16,40,20,80,10,20,30,70,72731,2021-06-28 17:56:57,"[20, 80, 10, 20, 30, 70]","[65, 16, 40]",1
38,22,62,20,80,10,20,30,70,17525,2021-06-11 08:28:23,"[20, 80, 10, 20, 30, 70]","[38, 22, 62]",0
60,11,40,20,80,10,20,30,70,61089,2021-06-17 11:25:13,"[20, 80, 10, 20, 30, 70]","[60, 11, 40]",1
31,21,43,20,80,10,20,30,70,40352,2021-06-22 14:49:59,"[20, 80, 10, 20, 30, 70]","[31, 21, 43]",0
39,25,67,20,80,10,20,30,70,68279,2021-06-10 15:07:00,"[20, 80, 10, 20, 30, 70]","[39, 25, 67]",0
73,19,55,20,80,10,20,30,70,18804,2021-06-26 11:30:58,"[20, 80, 10, 20, 30, 70]","[73, 19, 55]",1
40,12,43,20,80,10,20,30,70,40336,2021-06-28 11:14:42,"[20, 80, 10, 20, 30, 70]","[40, 12, 43]",1
48,6,73,20,80,10,20,30,70,12850,2021-06-11 09:12:32,"[20, 80, 10, 20, 30, 70]","[48, 6, 73]",0
42,13,69,20,80,10,20,30,70,45127,2021-06-13 10:08:55,"[20, 80, 10, 20, 30, 70]","[42, 13, 69]",1
52,23,70,20,80,10,20,30,70,29802,2021-06-22 17:26:35,"[20, 80, 10, 20, 30, 70]","[52, 23, 70]",0
61,17,58,20,80,10,20,30,70,24834,2021-06-26 09:03:05,"[20, 80, 10, 20, 30, 70]","[61, 17, 58]",1
68,15,77,20,80,10,20,30,70,13322,2021-06-24 10:19:06,"[20, 80, 10, 20, 30, 70]","[68, 15, 77]",0
77,17,74,20,80,10,20,30,70,63277,2021-06-12 09:16:55,"[20, 80, 10, 20, 30, 70]","[77, 17, 74]",0
22,11,34,20,80,10,20,30,70,38292,2021-06-19 17:13:06,"[20, 80, 10, 20, 30, 70]","[22, 11, 34]",1
61,9,79,20,80,10,20,30,70,56743,2021-06-10 15:36:40,"[20, 80, 10, 20, 30, 70]","[61, 9, 79]",0
20,15,70,20,80,10,20,30,70,70230,2021-06-12 16:13:38,"[20, 80, 10, 20, 30, 70]","[20, 15, 70]",1
18,25,34,20,80,10,20,30,70,53403,2021-06-19 13:09:04,"[20, 80, 10, 20, 30, 70]","[18, 25, 34]",0
30,6,34,20,80,10,20,30,70,80908,2021-06-19 14:03:25,"[20, 80, 10, 20, 30, 70]","[30, 6, 34]",0
54,19,66,20,80,10,20,30,70,19921,2021-06-13 15:09:21,"[20, 80, 10, 20, 30, 70]","[54, 19, 66]",1
50,7,72,20,80,10,20,30,70,48726,2021-06-15 15:22:46,"[20, 80, 10, 20, 30, 70]","[50, 7, 72]",0
22,18,53,20,80,10,20,30,70,48689,2021-06-11 08:49:32,"[20, 80, 10, 20, 30, 70]","[22, 18, 53]",1
28,5,44,20,80,10,20,30,70,10889,2021-06-13 16:06:05,"[20, 80, 10, 20, 30, 70]","[28, 5, 44]",0
83,25,79,20,80,10,20,30,70,26429,2021-06-15 16:22:23,"[20, 80, 10, 20, 30, 70]","[83, 25, 79]",0
83,15,40,20,80,10,20,30,70,49259,2021-06-15 08:32:33,"[20, 80, 10, 20, 30, 70]","[83, 15, 40]",0
32,24,45,20,80,10,20,30,70,18681,2021-06-12 12:30:29,"[20, 80, 10, 20, 30, 70]","[32, 24, 45]",0
38,11,51,20,80,10,20,30,70,41021,2021-06-25 18:23:15,"[20, 80, 10, 20, 30, 70]","[38, 11, 51]",1
58,20,65,20,80,10,20,30,70,60175,2021-06-27 09:04:05,"[20, 80, 10, 20, 30, 70]","[58, 20, 65]",1
22,23,61,20,80,10,20,30,70,42402,2021-06-12 17:27:15,"[20, 80, 10, 20, 30, 70]","[22, 23, 61]",0
58,8,79,20,80,10,20,30,70,74815,2021-06-12 12:18:35,"[20, 80, 10, 20, 30, 70]","[58, 8, 79]",0
38,17,44,20,80,10,20,30,70,41689,2021-06-26 10:26:26,"[20, 80, 10, 20, 30, 70]","[38, 17, 44]",1
48,21,64,20,80,10,20,30,70,33499,2021-06-13 13:22:08,"[20, 80, 10, 20, 30, 70]","[48, 21, 64]",0
75,13,35,20,80,10,20,30,70,34656,2021-06-16 13:25:43,"[20, 80, 10, 20, 30, 70]","[75, 13, 35]",1
60,23,58,20,80,10,20,30,70,13218,2021-06-21 14:19:54,"[20, 80, 10, 20, 30, 70]","[60, 23, 58]",0
62,7,44,20,80,10,20,30,70,23629,2021-06-26 14:56:26,"[20, 80, 10, 20, 30, 70]","[62, 7, 44]",0
30,6,40,20,80,10,20,30,70,57806,2021-06-10 12:31:45,"[20, 80, 10, 20, 30, 70]","[30, 6, 40]",0
60,19,60,20,80,10,20,30,70,71476,2021-06-11 10:55:17,"[20, 80, 10, 20, 30, 70]","[60, 19, 60]",1
47,5,43,20,80,10,20,30,70,64239,2021-06-24 15:32:08,"[20, 80, 10, 20, 30, 70]","[47, 5, 43]",0
23,7,28,20,80,10,20,30,70,65365,2021-06-20 08:39:34,"[20, 80, 10, 20, 30, 70]","[23, 7, 28]",0
60,10,56,20,80,10,20,30,70,73302,2021-06-28 11:48:16,"[20, 80, 10, 20, 30, 70]","[60, 10, 56]",1
15,17,48,20,80,10,20,30,70,50974,2021-06-12 10:58:11,"[20, 80, 10, 20, 30, 70]","[15, 17, 48]",0
69,23,63,20,80,10,20,30,70,24796,2021-06-23 15:35:01,"[20, 80, 10, 20, 30, 70]","[69, 23, 63]",0
51,24,56,20,80,10,20,30,70,29781,2021-06-27 10:55:01,"[20, 80, 10, 20, 30, 70]","[51, 24, 56]",0
62,7,59,20,80,10,20,30,70,51732,2021-06-14 11:34:56,"[20, 80, 10, 20, 30, 70]","[62, 7, 59]",0
79,17,58,20,80,10,20,30,70,52599,2021-06-25 17:01:18,"[20, 80, 10, 20, 30, 70]","[79, 17, 58]",1
63,5,51,20,80,10,20,30,70,37927,2021-06-29 11:49:51,"[20, 80, 10, 20, 30, 70]","[63, 5, 51]",0
20,16,28,20,80,10,20,30,70,20122,2021-06-27 11:03:18,"[20, 80, 10, 20, 30, 70]","[20, 16, 28]",0
19,18,67,20,80,10,20,30,70,56906,2021-06-20 16:47:29,"[20, 80, 10, 20, 30, 70]","[19, 18, 67]",0
65,9,30,20,80,10,20,30,70,60970,2021-06-16 18:57:03,"[20, 80, 10, 20, 30, 70]","[65, 9, 30]",0
19,16,44,20,80,10,20,30,70,31991,2021-06-29 18:23:08,"[20, 80, 10, 20, 30, 70]","[19, 16, 44]",0
50,16,75,20,80,10,20,30,70,22147,2021-06-26 14:55:29,"[20, 80, 10, 20, 30, 70]","[50, 16, 75]",0
36,6,47,20,80,10,20,30,70,78792,2021-06-12 10:59:13,"[20, 80, 10, 20, 30, 70]","[36, 6, 47]",0
60,11,34,20,80,10,20,30,70,40762,2021-06-11 12:01:03,"[20, 80, 10, 20, 30, 70]","[60, 11, 34]",1
81,8,57,20,80,10,20,30,70,11202,2021-06-26 12:30:49,"[20, 80, 10, 20, 30, 70]","[81, 8, 57]",0
18,22,31,20,80,10,20,30,70,46871,2021-06-22 09:04:31,"[20, 80, 10, 20, 30, 70]","[18, 22, 31]",0
62,20,76,20,80,10,20,30,70,14829,2021-06-13 17:55:19,"[20, 80, 10, 20, 30, 70]","[62, 20, 76]",0
66,19,32,20,80,10,20,30,70,67394,2021-06-19 11:01:06,"[20, 80, 10, 20, 30, 70]","[66, 19, 32]",1
46,20,58,20,80,10,20,30,70,79715,2021-06-25 18:20:16,"[20, 80, 10, 20, 30, 70]","[46, 20, 58]",1
28,11,35,20,80,10,20,30,70,53611,2021-06-24 18:14:46,"[20, 80, 10, 20, 30, 70]","[28, 11, 35]",1
52,24,36,20,80,10,20,30,70,60354,2021-06-17 08:40:14,"[20, 80, 10, 20, 30, 70]","[52, 24, 36]",0
59,10,66,20,80,10,20,30,70,82807,2021-06-21 11:00:08,"[20, 80, 10, 20, 30, 70]","[59, 10, 66]",1
67,10,42,20,80,10,20,30,70,26554,2021-06-29 14:37:37,"[20, 80, 10, 20, 30, 70]","[67, 10, 42]",1
67,18,28,20,80,10,20,30,70,17761,2021-06-15 15:11:02,"[20, 80, 10, 20, 30, 70]","[67, 18, 28]",0
36,22,32,20,80,10,20,30,70,13561,2021-06-18 13:10:18,"[20, 80, 10, 20, 30, 70]","[36, 22, 32]",0
23,18,76,20,80,10,20,30,70,29633,2021-06-23 18:29:24,"[20, 80, 10, 20, 30, 70]","[23, 18, 76]",0
73,24,56,20,80,10,20,30,70,41114,2021-06-12 08:02:49,"[20, 80, 10, 20, 30, 70]","[73, 24, 56]",0
75,20,51,20,80,10,20,30,70,86714,2021-06-10 18:43:04,"[20, 80, 10, 20, 30, 70]","[75, 20, 51]",1
57,24,75,20,80,10,20,30,70,50099,2021-06-17 13:09:32,"[20, 80, 10, 20, 30, 70]","[57, 24, 75]",0
64,19,51,20,80,10,20,30,70,74680,2021-06-20 18:59:02,"[20, 80, 10, 20, 30, 70]","[64, 19, 51]",1
66,13,40,20,80,10,20,30,70,42425,2021-06-16 12:57:02,"[20, 80, 10, 20, 30, 70]","[66, 13, 40]",1
25,5,31,20,80,10,20,30,70,88721,2021-06-20 17:10:50,"[20, 80, 10, 20, 30, 70]","[25, 5, 31]",0
83,6,44,20,80,10,20,30,70,62078,2021-06-15 11:11:07,"[20, 80, 10, 20, 30, 70]","[83, 6, 44]",0
27,16,31,20,80,10,20,30,70,76369,2021-06-18 17:18:09,"[20, 80, 10, 20, 30, 70]","[27, 16, 31]",1
59,25,44,20,80,10,20,30,70,24914,2021-06-17 18:24:02,"[20, 80, 10, 20, 30, 70]","[59, 25, 44]",0
81,25,50,20,80,10,20,30,70,30454,2021-06-20 10:59:43,"[20, 80, 10, 20, 30, 70]","[81, 25, 50]",0
62,18,77,20,80,10,20,30,70,86413,2021-06-24 10:59:36,"[20, 80, 10, 20, 30, 70]","[62, 18, 77]",0
63,12,76,20,80,10,20,30,70,15671,2021-06-21 10:47:04,"[20, 80, 10, 20, 30, 70]","[63, 12, 76]",0
18,6,39,20,80,10,20,30,70,19723,2021-06-27 12:43:02,"[20, 80, 10, 20, 30, 70]","[18, 6, 39]",0
68,19,59,20,80,10,20,30,70,52612,2021-06-18 09:21:54,"[20, 80, 10, 20, 30, 70]","[68, 19, 59]",1
69,8,40,20,80,10,20,30,70,51958,2021-06-28 12:45:33,"[20, 80, 10, 20, 30, 70]","[69, 8, 40]",0
68,15,41,20,80,10,20,30,70,30330,2021-06-25 12:36:54,"[20, 80, 10, 20, 30, 70]","[68, 15, 41]",1
56,12,48,20,80,10,20,30,70,48718,2021-06-11 10:17:56,"[20, 80, 10, 20, 30, 70]","[56, 12, 48]",1
63,18,62,20,80,10,20,30,70,67708,2021-06-28 17:19:31,"[20, 80, 10, 20, 30, 70]","[63, 18, 62]",1
